timestamp,lead_id,session_id,name,phone,email,interest_projects,interest_projects_display,preferred_region,unit_type,budget_min,budget_max,budget_band,purpose,timeline,contact_channel,consent_contact,confirmed_by_user,lead_temperature,reason_codes,reason_codes_display,tags,tags_display,lead_summary,customer_summary,executive_summary,next_action,raw_json,kb_version_hash
2026-02-26T10:24:43Z,WDDPX-260226-0068,d97d2818-cd17-480a-b9e6-ac7b51fd93bf,Fatma Abdel Rahman,+2001585663295,fatma.abdel.rahman@example.com,"[""ClubTown""]",ClubTown,Cairo,apartment,3151957,5090348,MID,Invest,0-3 months,WhatsApp,true,false,Warm,"[""timeline_long""]",timeline_long,[],,Warm lead — Invest intent for ClubTown (Cairo). Budget: MID. Timeline: 0-3 months.,"Fatma is an investor exploring real estate opportunities in the Cairo residential market. Showed strong interest in ClubTown. ClubTown offers located in new degla, specifically a apartment within mid-market budget (3–6M EGP). During the session, Fatma agreed to callback. Currently planning within 3 months.",Warm lead — Invest intent for ClubTown (Cairo). Budget: MID. Timeline: 0-3 months.,Schedule follow-up call. Share ClubTown digital brochure.,"{""timestamp"": ""2026-02-26T10:24:43Z"", ""lead_id"": ""WDDPX-260226-0068"", ""session_id"": ""d97d2818-cd17-480a-b9e6-ac7b51fd93bf"", ""name"": ""Fatma Abdel Rahman"", ""phone"": ""+2001585663295"", ""email"": ""fatma.abdel.rahman@example.com"", ""interest_projects"": ""[\""ClubTown\""]"", ""interest_projects_display"": ""ClubTown"", ""preferred_region"": ""Cairo"", ""unit_type"": ""apartment"", ""budget_min"": 3151957, ""budget_max"": 5090348, ""budget_band"": ""MID"", ""purpose"": ""Invest"", ""timeline"": ""0-3 months"", ""contact_channel"": ""WhatsApp"", ""consent_contact"": ""true"", ""confirmed_by_user"": ""false"", ""lead_temperature"": ""Warm"", ""reason_codes"": ""[\""timeline_long\""]"", ""reason_codes_display"": ""timeline_long"", ""tags"": ""[]"", ""tags_display"": """", ""lead_summary"": ""Warm lead — Invest intent for ClubTown (Cairo). Budget: MID. Timeline: 0-3 months."", ""customer_summary"": ""Fatma is an investor exploring real estate opportunities in the Cairo residential market. Showed strong interest in ClubTown. ClubTown offers located in new degla, specifically a apartment within mid-market budget (3–6M EGP). During the session, Fatma agreed to callback. Currently planning within 3 months."", ""executive_summary"": ""Warm lead — Invest intent for ClubTown (Cairo). Budget: MID. Timeline: 0-3 months."", ""next_action"": ""Schedule follow-up call. Share ClubTown digital brochure."", ""kb_version_hash"": ""v1.2-parity""}",v1.2-parity
2026-02-24T13:05:19Z,WDDPX-260224-0069,454eb0cf-4630-4db5-8529-33248a5644e8,Salma Ashraf,+2001022517517,,"[""Murano"", ""Neo""]",Murano; Neo,Ain El Sokhna,duplex,3419252,5108950,MID,Invest,0-3 months,Phone,false,false,Cold,"[""browsing_only"", ""low_signal""]",browsing_only; low_signal,[],,"Cold lead — Invest intent for Murano, Neo (Ain El Sokhna). Budget: MID. Timeline: 0-3 months.","Salma is an investor exploring real estate opportunities in Ain El Sokhna's coastal market. Showed strong interest in Murano, Neo. Murano offers located in 750 meters of beach, 50 minutes from cairo, specifically a duplex within mid-market budget (3–6M EGP). During the session, Salma browsed project details. Currently planning within 3 months.","Cold lead — Invest intent for Murano, Neo (Ain El Sokhna). Budget: MID. Timeline: 0-3 months.","Add to nurture sequence. Email Murano, Neo project highlights.","{""timestamp"": ""2026-02-24T13:05:19Z"", ""lead_id"": ""WDDPX-260224-0069"", ""session_id"": ""454eb0cf-4630-4db5-8529-33248a5644e8"", ""name"": ""Salma Ashraf"", ""phone"": ""+2001022517517"", ""email"": """", ""interest_projects"": ""[\""Murano\"", \""Neo\""]"", ""interest_projects_display"": ""Murano; Neo"", ""preferred_region"": ""Ain El Sokhna"", ""unit_type"": ""duplex"", ""budget_min"": 3419252, ""budget_max"": 5108950, ""budget_band"": ""MID"", ""purpose"": ""Invest"", ""timeline"": ""0-3 months"", ""contact_channel"": ""Phone"", ""consent_contact"": ""false"", ""confirmed_by_user"": ""false"", ""lead_temperature"": ""Cold"", ""reason_codes"": ""[\""browsing_only\"", \""low_signal\""]"", ""reason_codes_display"": ""browsing_only; low_signal"", ""tags"": ""[]"", ""tags_display"": """", ""lead_summary"": ""Cold lead — Invest intent for Murano, Neo (Ain El Sokhna). Budget: MID. Timeline: 0-3 months."", ""customer_summary"": ""Salma is an investor exploring real estate opportunities in Ain El Sokhna's coastal market. Showed strong interest in Murano, Neo. Murano offers located in 750 meters of beach, 50 minutes from cairo, specifically a duplex within mid-market budget (3–6M EGP). During the session, Salma browsed project details. Currently planning within 3 months."", ""executive_summary"": ""Cold lead — Invest intent for Murano, Neo (Ain El Sokhna). Budget: MID. Timeline: 0-3 months."", ""next_action"": ""Add to nurture sequence. Email Murano, Neo project highlights."", ""kb_version_hash"": ""v1.2-parity""}",v1.2-parity
2026-02-27T11:42:41Z,WDDPX-260227-0070,700aa782-587f-4a83-9030-dc4e45e09b19,Linda Davis,+2001531751079,,"[""ClubTown""]",ClubTown,East Cairo,duplex,3306273,4125868,MID,Invest,3-6 months,WhatsApp,true,true,Cold,"[""consent_declined""]",consent_declined,[],,Cold lead — Invest intent for ClubTown (East Cairo). Budget: MID. Timeline: 3-6 months.,"Linda is an investor exploring real estate opportunities in the East Cairo residential market. Showed strong interest in ClubTown. ClubTown offers located in new degla, specifically a duplex within mid-market budget (3–6M EGP). During the session, Linda requested brochure, asked about payment plans, agreed to callback. Currently considering a 3-6 month timeline.",Cold lead — Invest intent for ClubTown (East Cairo). Budget: MID. Timeline: 3-6 months.,Add to nurture sequence. Email ClubTown project highlights.,"{""timestamp"": ""2026-02-27T11:42:41Z"", ""lead_id"": ""WDDPX-260227-0070"", ""session_id"": ""700aa782-587f-4a83-9030-dc4e45e09b19"", ""name"": ""Linda Davis"", ""phone"": ""+2001531751079"", ""email"": """", ""interest_projects"": ""[\""ClubTown\""]"", ""interest_projects_display"": ""ClubTown"", ""preferred_region"": ""East Cairo"", ""unit_type"": ""duplex"", ""budget_min"": 3306273, ""budget_max"": 4125868, ""budget_band"": ""MID"", ""purpose"": ""Invest"", ""timeline"": ""3-6 months"", ""contact_channel"": ""WhatsApp"", ""consent_contact"": ""true"", ""confirmed_by_user"": ""true"", ""lead_temperature"": ""Cold"", ""reason_codes"": ""[\""consent_declined\""]"", ""reason_codes_display"": ""consent_declined"", ""tags"": ""[]"", ""tags_display"": """", ""lead_summary"": ""Cold lead — Invest intent for ClubTown (East Cairo). Budget: MID. Timeline: 3-6 months."", ""customer_summary"": ""Linda is an investor exploring real estate opportunities in the East Cairo residential market. Showed strong interest in ClubTown. ClubTown offers located in new degla, specifically a duplex within mid-market budget (3–6M EGP). During the session, Linda requested brochure, asked about payment plans, agreed to callback. Currently considering a 3-6 month timeline."", ""executive_summary"": ""Cold lead — Invest intent for ClubTown (East Cairo). Budget: MID. Timeline: 3-6 months."", ""next_action"": ""Add to nurture sequence. Email ClubTown project highlights."", ""kb_version_hash"": ""v1.2-parity""}",v1.2-parity
2026-02-19T18:57:34Z,WDDPX-260219-0071,75331672-6e93-4cb8-9934-27fdee0bdbd9,Amr Tawfik,+2001171028710,,"[""Neo"", ""Vero""]",Neo; Vero,East Cairo,duplex,1519218,3175994,LOW,Invest,Exploring,WhatsApp,false,false,Cold,"[""browsing_only"", ""low_signal""]",browsing_only; low_signal,[],,"Cold lead — Invest intent for Neo, Vero (East Cairo). Budget: LOW. Timeline: Exploring.","Amr is an investor exploring real estate opportunities in the East Cairo residential market. Showed strong interest in Neo, Vero. Neo offers located in heart of mostakbal city, specifically a duplex within entry-level budget range (1.5–3M EGP). During the session, Amr asked about payment plans. Currently in early exploration stage.","Cold lead — Invest intent for Neo, Vero (East Cairo). Budget: LOW. Timeline: Exploring.","Add to nurture sequence. Email Neo, Vero project highlights.","{""timestamp"": ""2026-02-19T18:57:34Z"", ""lead_id"": ""WDDPX-260219-0071"", ""session_id"": ""75331672-6e93-4cb8-9934-27fdee0bdbd9"", ""name"": ""Amr Tawfik"", ""phone"": ""+2001171028710"", ""email"": """", ""interest_projects"": ""[\""Neo\"", \""Vero\""]"", ""interest_projects_display"": ""Neo; Vero"", ""preferred_region"": ""East Cairo"", ""unit_type"": ""duplex"", ""budget_min"": 1519218, ""budget_max"": 3175994, ""budget_band"": ""LOW"", ""purpose"": ""Invest"", ""timeline"": ""Exploring"", ""contact_channel"": ""WhatsApp"", ""consent_contact"": ""false"", ""confirmed_by_user"": ""false"", ""lead_temperature"": ""Cold"", ""reason_codes"": ""[\""browsing_only\"", \""low_signal\""]"", ""reason_codes_display"": ""browsing_only; low_signal"", ""tags"": ""[]"", ""tags_display"": """", ""lead_summary"": ""Cold lead — Invest intent for Neo, Vero (East Cairo). Budget: LOW. Timeline: Exploring."", ""customer_summary"": ""Amr is an investor exploring real estate opportunities in the East Cairo residential market. Showed strong interest in Neo, Vero. Neo offers located in heart of mostakbal city, specifically a duplex within entry-level budget range (1.5–3M EGP). During the session, Amr asked about payment plans. Currently in early exploration stage."", ""executive_summary"": ""Cold lead — Invest intent for Neo, Vero (East Cairo). Budget: LOW. Timeline: Exploring."", ""next_action"": ""Add to nurture sequence. Email Neo, Vero project highlights."", ""kb_version_hash"": ""v1.2-parity""}",v1.2-parity
2026-02-20T13:28:10Z,WDDPX-260220-0072,2c93d18f-3511-47a7-a19d-87589d34e7f4,Emma Williams,+2001238210242,,"[""Neo""]",Neo,Ain El Sokhna,duplex,3399230,4921889,MID,Invest,Exploring,WhatsApp,true,true,Warm,"[""budget_missing""]",budget_missing,[],,Warm lead — Invest intent for Neo (Ain El Sokhna). Budget: MID. Timeline: Exploring.,"Emma is an investor exploring real estate opportunities in Ain El Sokhna's coastal market. Showed strong interest in Neo. Neo offers located in heart of mostakbal city, specifically a duplex within mid-market budget (3–6M EGP). During the session, Emma agreed to callback. Currently in early exploration stage.",Warm lead — Invest intent for Neo (Ain El Sokhna). Budget: MID. Timeline: Exploring.,Schedule follow-up call. Share Neo digital brochure.,"{""timestamp"": ""2026-02-20T13:28:10Z"", ""lead_id"": ""WDDPX-260220-0072"", ""session_id"": ""2c93d18f-3511-47a7-a19d-87589d34e7f4"", ""name"": ""Emma Williams"", ""phone"": ""+2001238210242"", ""email"": """", ""interest_projects"": ""[\""Neo\""]"", ""interest_projects_display"": ""Neo"", ""preferred_region"": ""Ain El Sokhna"", ""unit_type"": ""duplex"", ""budget_min"": 3399230, ""budget_max"": 4921889, ""budget_band"": ""MID"", ""purpose"": ""Invest"", ""timeline"": ""Exploring"", ""contact_channel"": ""WhatsApp"", ""consent_contact"": ""true"", ""confirmed_by_user"": ""true"", ""lead_temperature"": ""Warm"", ""reason_codes"": ""[\""budget_missing\""]"", ""reason_codes_display"": ""budget_missing"", ""tags"": ""[]"", ""tags_display"": """", ""lead_summary"": ""Warm lead — Invest intent for Neo (Ain El Sokhna). Budget: MID. Timeline: Exploring."", ""customer_summary"": ""Emma is an investor exploring real estate opportunities in Ain El Sokhna's coastal market. Showed strong interest in Neo. Neo offers located in heart of mostakbal city, specifically a duplex within mid-market budget (3–6M EGP). During the session, Emma agreed to callback. Currently in early exploration stage."", ""executive_summary"": ""Warm lead — Invest intent for Neo (Ain El Sokhna). Budget: MID. Timeline: Exploring."", ""next_action"": ""Schedule follow-up call. Share Neo digital brochure."", ""kb_version_hash"": ""v1.2-parity""}",v1.2-parity
2026-02-19T16:37:34Z,WDDPX-260219-0073,97d6a7f4-8a74-4fd3-a831-7ba25f87e29b,Salma Ashraf,+2001539587039,salma.ashraf@example.com,"[""Neo""]",Neo,East Cairo,duplex,1712778,2952858,LOW,Invest,Exploring,Phone,true,false,Warm,"[""budget_missing""]",budget_missing,"[""callback""]",callback,Warm lead — Invest intent for Neo (East Cairo). Budget: LOW. Timeline: Exploring.,"Salma is an investor exploring real estate opportunities in the East Cairo residential market. Showed strong interest in Neo. Neo offers located in heart of mostakbal city, specifically a duplex within entry-level budget range (1.5–3M EGP). During the session, Salma agreed to callback. Currently in early exploration stage.",Warm lead — Invest intent for Neo (East Cairo). Budget: LOW. Timeline: Exploring.,Schedule follow-up call. Share Neo digital brochure.,"{""timestamp"": ""2026-02-19T16:37:34Z"", ""lead_id"": ""WDDPX-260219-0073"", ""session_id"": ""97d6a7f4-8a74-4fd3-a831-7ba25f87e29b"", ""name"": ""Salma Ashraf"", ""phone"": ""+2001539587039"", ""email"": ""salma.ashraf@example.com"", ""interest_projects"": ""[\""Neo\""]"", ""interest_projects_display"": ""Neo"", ""preferred_region"": ""East Cairo"", ""unit_type"": ""duplex"", ""budget_min"": 1712778, ""budget_max"": 2952858, ""budget_band"": ""LOW"", ""purpose"": ""Invest"", ""timeline"": ""Exploring"", ""contact_channel"": ""Phone"", ""consent_contact"": ""true"", ""confirmed_by_user"": ""false"", ""lead_temperature"": ""Warm"", ""reason_codes"": ""[\""budget_missing\""]"", ""reason_codes_display"": ""budget_missing"", ""tags"": ""[\""callback\""]"", ""tags_display"": ""callback"", ""lead_summary"": ""Warm lead — Invest intent for Neo (East Cairo). Budget: LOW. Timeline: Exploring."", ""customer_summary"": ""Salma is an investor exploring real estate opportunities in the East Cairo residential market. Showed strong interest in Neo. Neo offers located in heart of mostakbal city, specifically a duplex within entry-level budget range (1.5–3M EGP). During the session, Salma agreed to callback. Currently in early exploration stage."", ""executive_summary"": ""Warm lead — Invest intent for Neo (East Cairo). Budget: LOW. Timeline: Exploring."", ""next_action"": ""Schedule follow-up call. Share Neo digital brochure."", ""kb_version_hash"": ""v1.2-parity""}",v1.2-parity
2026-02-25T15:30:13Z,WDDPX-260225-0074,4149fda7-cd6b-48a5-af01-d2eb1d4f3890,Layla Ibrahim,+2001555490631,,"[""Neo""]",Neo,East Cairo,apartment,1587210,2628819,LOW,Buy,Exploring,Phone,true,true,Warm,"[""budget_missing""]",budget_missing,[],,Warm lead — Buy intent for Neo (East Cairo). Budget: LOW. Timeline: Exploring.,"Layla is a prospective homebuyer in the East Cairo residential market. Showed strong interest in Neo. Neo offers located in heart of mostakbal city, specifically a apartment within entry-level budget range (1.5–3M EGP). During the session, Layla agreed to callback. Currently in early exploration stage.",Warm lead — Buy intent for Neo (East Cairo). Budget: LOW. Timeline: Exploring.,Schedule follow-up call. Share Neo digital brochure.,"{""timestamp"": ""2026-02-25T15:30:13Z"", ""lead_id"": ""WDDPX-260225-0074"", ""session_id"": ""4149fda7-cd6b-48a5-af01-d2eb1d4f3890"", ""name"": ""Layla Ibrahim"", ""phone"": ""+2001555490631"", ""email"": """", ""interest_projects"": ""[\""Neo\""]"", ""interest_projects_display"": ""Neo"", ""preferred_region"": ""East Cairo"", ""unit_type"": ""apartment"", ""budget_min"": 1587210, ""budget_max"": 2628819, ""budget_band"": ""LOW"", ""purpose"": ""Buy"", ""timeline"": ""Exploring"", ""contact_channel"": ""Phone"", ""consent_contact"": ""true"", ""confirmed_by_user"": ""true"", ""lead_temperature"": ""Warm"", ""reason_codes"": ""[\""budget_missing\""]"", ""reason_codes_display"": ""budget_missing"", ""tags"": ""[]"", ""tags_display"": """", ""lead_summary"": ""Warm lead — Buy intent for Neo (East Cairo). Budget: LOW. Timeline: Exploring."", ""customer_summary"": ""Layla is a prospective homebuyer in the East Cairo residential market. Showed strong interest in Neo. Neo offers located in heart of mostakbal city, specifically a apartment within entry-level budget range (1.5–3M EGP). During the session, Layla agreed to callback. Currently in early exploration stage."", ""executive_summary"": ""Warm lead — Buy intent for Neo (East Cairo). Budget: LOW. Timeline: Exploring."", ""next_action"": ""Schedule follow-up call. Share Neo digital brochure."", ""kb_version_hash"": ""v1.2-parity""}",v1.2-parity
2026-02-20T14:49:11Z,WDDPX-260220-0075,300069d5-1eb2-492f-8ca3-a850ccb08133,Mohamed Samir,+2001130024960,,"[""Murano""]",Murano,Ain El Sokhna,penthouse,3202093,3979364,MID,Weekend,3-6 months,WhatsApp,true,false,Warm,"[""budget_missing""]",budget_missing,[],,Warm lead — Weekend intent for Murano (Ain El Sokhna). Budget: MID. Timeline: 3-6 months.,"Mohamed is looking for a weekend/holiday retreat in Ain El Sokhna's coastal market. Showed strong interest in Murano. Murano offers located in 750 meters of beach, 50 minutes from cairo, specifically a penthouse within mid-market budget (3–6M EGP). During the session, Mohamed requested brochure, asked about payment plans, agreed to callback. Currently considering a 3-6 month timeline.",Warm lead — Weekend intent for Murano (Ain El Sokhna). Budget: MID. Timeline: 3-6 months.,Schedule follow-up call. Share Murano digital brochure.,"{""timestamp"": ""2026-02-20T14:49:11Z"", ""lead_id"": ""WDDPX-260220-0075"", ""session_id"": ""300069d5-1eb2-492f-8ca3-a850ccb08133"", ""name"": ""Mohamed Samir"", ""phone"": ""+2001130024960"", ""email"": """", ""interest_projects"": ""[\""Murano\""]"", ""interest_projects_display"": ""Murano"", ""preferred_region"": ""Ain El Sokhna"", ""unit_type"": ""penthouse"", ""budget_min"": 3202093, ""budget_max"": 3979364, ""budget_band"": ""MID"", ""purpose"": ""Weekend"", ""timeline"": ""3-6 months"", ""contact_channel"": ""WhatsApp"", ""consent_contact"": ""true"", ""confirmed_by_user"": ""false"", ""lead_temperature"": ""Warm"", ""reason_codes"": ""[\""budget_missing\""]"", ""reason_codes_display"": ""budget_missing"", ""tags"": ""[]"", ""tags_display"": """", ""lead_summary"": ""Warm lead — Weekend intent for Murano (Ain El Sokhna). Budget: MID. Timeline: 3-6 months."", ""customer_summary"": ""Mohamed is looking for a weekend/holiday retreat in Ain El Sokhna's coastal market. Showed strong interest in Murano. Murano offers located in 750 meters of beach, 50 minutes from cairo, specifically a penthouse within mid-market budget (3–6M EGP). During the session, Mohamed requested brochure, asked about payment plans, agreed to callback. Currently considering a 3-6 month timeline."", ""executive_summary"": ""Warm lead — Weekend intent for Murano (Ain El Sokhna). Budget: MID. Timeline: 3-6 months."", ""next_action"": ""Schedule follow-up call. Share Murano digital brochure."", ""kb_version_hash"": ""v1.2-parity""}",v1.2-parity
2026-03-03T12:08:57Z,WDDPX-260303-0076,9a8a5355-3154-40b0-8aca-8041a14fdcfe,Dina Farouk,+2001270939053,,"[""Promenade New Cairo""]",Promenade New Cairo,Cairo,penthouse,3224896,4206163,MID,Invest,Exploring,Phone,true,false,Warm,"[""timeline_long""]",timeline_long,[],,Warm lead — Invest intent for Promenade New Cairo (Cairo). Budget: MID. Timeline: Exploring.,"Dina is an investor exploring real estate opportunities in the Cairo residential market. Showed strong interest in Promenade New Cairo. Promenade New Cairo offers located in 5 minutes from auc and road 90, specifically a penthouse within mid-market budget (3–6M EGP). During the session, Dina agreed to callback. Currently in early exploration stage.",Warm lead — Invest intent for Promenade New Cairo (Cairo). Budget: MID. Timeline: Exploring.,Schedule follow-up call. Share Promenade New Cairo digital brochure.,"{""timestamp"": ""2026-03-03T12:08:57Z"", ""lead_id"": ""WDDPX-260303-0076"", ""session_id"": ""9a8a5355-3154-40b0-8aca-8041a14fdcfe"", ""name"": ""Dina Farouk"", ""phone"": ""+2001270939053"", ""email"": """", ""interest_projects"": ""[\""Promenade New Cairo\""]"", ""interest_projects_display"": ""Promenade New Cairo"", ""preferred_region"": ""Cairo"", ""unit_type"": ""penthouse"", ""budget_min"": 3224896, ""budget_max"": 4206163, ""budget_band"": ""MID"", ""purpose"": ""Invest"", ""timeline"": ""Exploring"", ""contact_channel"": ""Phone"", ""consent_contact"": ""true"", ""confirmed_by_user"": ""false"", ""lead_temperature"": ""Warm"", ""reason_codes"": ""[\""timeline_long\""]"", ""reason_codes_display"": ""timeline_long"", ""tags"": ""[]"", ""tags_display"": """", ""lead_summary"": ""Warm lead — Invest intent for Promenade New Cairo (Cairo). Budget: MID. Timeline: Exploring."", ""customer_summary"": ""Dina is an investor exploring real estate opportunities in the Cairo residential market. Showed strong interest in Promenade New Cairo. Promenade New Cairo offers located in 5 minutes from auc and road 90, specifically a penthouse within mid-market budget (3–6M EGP). During the session, Dina agreed to callback. Currently in early exploration stage."", ""executive_summary"": ""Warm lead — Invest intent for Promenade New Cairo (Cairo). Budget: MID. Timeline: Exploring."", ""next_action"": ""Schedule follow-up call. Share Promenade New Cairo digital brochure."", ""kb_version_hash"": ""v1.2-parity""}",v1.2-parity
2026-02-28T08:45:47Z,WDDPX-260228-0077,6ed7eeeb-0e95-4f35-9f70-639ccf79aab1,Youssef Nabil,+2001261124122,youssef.nabil@example.com,"[""Promenade New Cairo""]",Promenade New Cairo,East Cairo,apartment,3132976,4180967,MID,Invest,0-3 months,Phone,true,true,Hot,"[""high_intent"", ""short_timeline"", ""budget_present"", ""project_selected"", ""consented""]",high_intent; short_timeline; budget_present; project_selected; consented,[],,Hot lead — Invest intent for Promenade New Cairo (East Cairo). Budget: MID. Timeline: 0-3 months.,"Youssef is an investor exploring real estate opportunities in the East Cairo residential market. Showed strong interest in Promenade New Cairo. Promenade New Cairo offers located in 5 minutes from auc and road 90, specifically a apartment within mid-market budget (3–6M EGP). During the session, Youssef agreed to callback. Currently planning within 3 months.",Hot lead — Invest intent for Promenade New Cairo (East Cairo). Budget: MID. Timeline: 0-3 months.,Priority callback within 24h. Send Promenade New Cairo brochure + payment plan.,"{""timestamp"": ""2026-02-28T08:45:47Z"", ""lead_id"": ""WDDPX-260228-0077"", ""session_id"": ""6ed7eeeb-0e95-4f35-9f70-639ccf79aab1"", ""name"": ""Youssef Nabil"", ""phone"": ""+2001261124122"", ""email"": ""youssef.nabil@example.com"", ""interest_projects"": ""[\""Promenade New Cairo\""]"", ""interest_projects_display"": ""Promenade New Cairo"", ""preferred_region"": ""East Cairo"", ""unit_type"": ""apartment"", ""budget_min"": 3132976, ""budget_max"": 4180967, ""budget_band"": ""MID"", ""purpose"": ""Invest"", ""timeline"": ""0-3 months"", ""contact_channel"": ""Phone"", ""consent_contact"": ""true"", ""confirmed_by_user"": ""true"", ""lead_temperature"": ""Hot"", ""reason_codes"": ""[\""high_intent\"", \""short_timeline\"", \""budget_present\"", \""project_selected\"", \""consented\""]"", ""reason_codes_display"": ""high_intent; short_timeline; budget_present; project_selected; consented"", ""tags"": ""[]"", ""tags_display"": """", ""lead_summary"": ""Hot lead — Invest intent for Promenade New Cairo (East Cairo). Budget: MID. Timeline: 0-3 months."", ""customer_summary"": ""Youssef is an investor exploring real estate opportunities in the East Cairo residential market. Showed strong interest in Promenade New Cairo. Promenade New Cairo offers located in 5 minutes from auc and road 90, specifically a apartment within mid-market budget (3–6M EGP). During the session, Youssef agreed to callback. Currently planning within 3 months."", ""executive_summary"": ""Hot lead — Invest intent for Promenade New Cairo (East Cairo). Budget: MID. Timeline: 0-3 months."", ""next_action"": ""Priority callback within 24h. Send Promenade New Cairo brochure + payment plan."", ""kb_version_hash"": ""v1.2-parity""}",v1.2-parity
2026-02-25T17:10:06Z,WDDPX-260225-0078,30ead5f9-87af-41dd-b636-e738747d9fc3,Hassan Radwan,+2001524923247,,"[""Murano"", ""ClubTown""]",Murano; ClubTown,Cairo,chalet,3046211,3680597,MID,Weekend,3-6 months,WhatsApp,true,true,Cold,"[""consent_declined""]",consent_declined,[],,"Cold lead — Weekend intent for Murano, ClubTown (Cairo). Budget: MID. Timeline: 3-6 months.","Hassan is looking for a weekend/holiday retreat in the Cairo residential market. Showed strong interest in Murano, ClubTown. Murano offers located in 750 meters of beach, 50 minutes from cairo, specifically a chalet within mid-market budget (3–6M EGP). During the session, Hassan agreed to callback. Currently considering a 3-6 month timeline.","Cold lead — Weekend intent for Murano, ClubTown (Cairo). Budget: MID. Timeline: 3-6 months.","Add to nurture sequence. Email Murano, ClubTown project highlights.","{""timestamp"": ""2026-02-25T17:10:06Z"", ""lead_id"": ""WDDPX-260225-0078"", ""session_id"": ""30ead5f9-87af-41dd-b636-e738747d9fc3"", ""name"": ""Hassan Radwan"", ""phone"": ""+2001524923247"", ""email"": """", ""interest_projects"": ""[\""Murano\"", \""ClubTown\""]"", ""interest_projects_display"": ""Murano; ClubTown"", ""preferred_region"": ""Cairo"", ""unit_type"": ""chalet"", ""budget_min"": 3046211, ""budget_max"": 3680597, ""budget_band"": ""MID"", ""purpose"": ""Weekend"", ""timeline"": ""3-6 months"", ""contact_channel"": ""WhatsApp"", ""consent_contact"": ""true"", ""confirmed_by_user"": ""true"", ""lead_temperature"": ""Cold"", ""reason_codes"": ""[\""consent_declined\""]"", ""reason_codes_display"": ""consent_declined"", ""tags"": ""[]"", ""tags_display"": """", ""lead_summary"": ""Cold lead — Weekend intent for Murano, ClubTown (Cairo). Budget: MID. Timeline: 3-6 months."", ""customer_summary"": ""Hassan is looking for a weekend/holiday retreat in the Cairo residential market. Showed strong interest in Murano, ClubTown. Murano offers located in 750 meters of beach, 50 minutes from cairo, specifically a chalet within mid-market budget (3–6M EGP). During the session, Hassan agreed to callback. Currently considering a 3-6 month timeline."", ""executive_summary"": ""Cold lead — Weekend intent for Murano, ClubTown (Cairo). Budget: MID. Timeline: 3-6 months."", ""next_action"": ""Add to nurture sequence. Email Murano, ClubTown project highlights."", ""kb_version_hash"": ""v1.2-parity""}",v1.2-parity
2026-02-25T00:54:42Z,WDDPX-260225-0079,53e26728-c06c-4304-8004-fd7635680e57,Youssef Nabil,+2001188979095,youssef.nabil@example.com,"[""Neo""]",Neo,East Cairo,apartment,3082546,3764668,MID,Invest,0-3 months,Phone,false,false,Cold,"[""browsing_only"", ""low_signal""]",browsing_only; low_signal,[],,Cold lead — Invest intent for Neo (East Cairo). Budget: MID. Timeline: 0-3 months.,"Youssef is an investor exploring real estate opportunities in the East Cairo residential market. Showed strong interest in Neo. Neo offers located in heart of mostakbal city, specifically a apartment within mid-market budget (3–6M EGP). During the session, Youssef requested brochure. Currently planning within 3 months.",Cold lead — Invest intent for Neo (East Cairo). Budget: MID. Timeline: 0-3 months.,Add to nurture sequence. Email Neo project highlights.,"{""timestamp"": ""2026-02-25T00:54:42Z"", ""lead_id"": ""WDDPX-260225-0079"", ""session_id"": ""53e26728-c06c-4304-8004-fd7635680e57"", ""name"": ""Youssef Nabil"", ""phone"": ""+2001188979095"", ""email"": ""youssef.nabil@example.com"", ""interest_projects"": ""[\""Neo\""]"", ""interest_projects_display"": ""Neo"", ""preferred_region"": ""East Cairo"", ""unit_type"": ""apartment"", ""budget_min"": 3082546, ""budget_max"": 3764668, ""budget_band"": ""MID"", ""purpose"": ""Invest"", ""timeline"": ""0-3 months"", ""contact_channel"": ""Phone"", ""consent_contact"": ""false"", ""confirmed_by_user"": ""false"", ""lead_temperature"": ""Cold"", ""reason_codes"": ""[\""browsing_only\"", \""low_signal\""]"", ""reason_codes_display"": ""browsing_only; low_signal"", ""tags"": ""[]"", ""tags_display"": """", ""lead_summary"": ""Cold lead — Invest intent for Neo (East Cairo). Budget: MID. Timeline: 0-3 months."", ""customer_summary"": ""Youssef is an investor exploring real estate opportunities in the East Cairo residential market. Showed strong interest in Neo. Neo offers located in heart of mostakbal city, specifically a apartment within mid-market budget (3–6M EGP). During the session, Youssef requested brochure. Currently planning within 3 months."", ""executive_summary"": ""Cold lead — Invest intent for Neo (East Cairo). Budget: MID. Timeline: 0-3 months."", ""next_action"": ""Add to nurture sequence. Email Neo project highlights."", ""kb_version_hash"": ""v1.2-parity""}",v1.2-parity
